frame.time_relative,frame.len,sll.pkttype,sll.hatype,sll.unused,sll.etype,ip.version,ip.hdr_len,ip.dsfield,ip.dsfield.dscp,ip.len,ip.flags,ip.flags.df,ip.ttl,ip.proto,Label
4.300504,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.300614,1468,0,1,0,0x0800,4,20,0x00,0,1452,0x00,0,56,6,0
4.30062,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.30202,1468,0,1,0,0x0800,4,20,0x00,0,1452,0x00,0,56,6,0
4.302056,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.302173,1468,0,1,0,0x0800,4,20,0x00,0,1452,0x00,0,56,6,0
4.302178,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.303926,2868,0,1,0,0x0800,4,20,0x00,0,2852,0x00,0,56,6,0
4.303979,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.305318,1468,0,1,0,0x0800,4,20,0x00,0,1452,0x00,0,56,6,0
4.305333,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.305463,1468,0,1,0,0x0800,4,20,0x00,0,1452,0x00,0,56,6,0
4.305471,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.306719,1401,4,1,0,0x0800,4,20,0x00,0,1385,0x40,1,64,17,0
4.306849,1258,0,1,0,0x0800,4,20,0x00,0,1242,0x00,0,56,6,0
4.30686,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.316959,154,4,1,0,0x0800,4,20,0x00,0,138,0x40,1,64,17,0
4.317016,113,4,1,0,0x0800,4,20,0x00,0,97,0x40,1,64,17,0
4.334013,68,0,1,0,0x0800,4,20,0x00,0,52,0x00,0,56,6,0
4.34048,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.341032,84,4,1,0,0x0800,4,20,0x00,0,68,0x40,1,64,17,0
4.343607,86,0,1,0,0x0800,4,20,0x00,0,70,0x40,1,56,17,0
4.34404,940,4,1,0,0x0800,4,20,0x00,0,924,0x40,1,64,17,0
4.345982,1364,4,1,0,0x0800,4,20,0x00,0,1348,0x40,1,64,17,0
4.365335,207,4,1,0,0x0800,4,20,0x00,0,191,0x40,1,64,6,0
4.36826,659,0,1,0,0x0800,4,20,0x00,0,643,0x40,1,56,17,0
4.368261,168,0,1,0,0x0800,4,20,0x00,0,152,0x40,1,56,17,0
4.369023,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.377809,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.377809,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.377957,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.377957,539,0,1,0,0x0800,4,20,0x00,0,523,0x40,1,56,17,0
4.377957,74,0,1,0,0x0800,4,20,0x00,0,58,0x40,1,56,17,0
4.378103,1397,0,1,0,0x0800,4,20,0x00,0,1381,0x40,1,56,17,0
4.378218,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.378328,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.378456,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.378567,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.378678,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.378686,80,4,1,0,0x0800,4,20,0x00,0,64,0x40,1,64,17,0
4.378793,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.378906,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.379018,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.379141,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.379213,1021,0,1,0,0x0800,4,20,0x00,0,1005,0x40,1,56,17,0
4.379213,74,0,1,0,0x0800,4,20,0x00,0,58,0x40,1,56,17,0
4.379952,1397,0,1,0,0x0800,4,20,0x00,0,1381,0x40,1,56,17,0
4.380058,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.380738,87,4,1,0,0x0800,4,20,0x00,0,71,0x40,1,64,17,0
4.382145,80,4,1,0,0x0800,4,20,0x00,0,64,0x40,1,64,17,0
4.382176,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.382176,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.382846,75,4,1,0,0x0800,4,20,0x00,0,59,0x40,1,64,17,0
4.384081,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.384128,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.384419,75,4,1,0,0x0800,4,20,0x00,0,59,0x40,1,64,17,0
4.386256,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.386402,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.387756,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.387905,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.389522,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.389523,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.392023,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.392093,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.393528,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.393605,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.393605,71,0,1,0,0x0800,4,20,0x00,0,55,0x40,1,56,17,0
4.395318,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.395399,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.395591,75,4,1,0,0x0800,4,20,0x00,0,59,0x40,1,64,17,0
4.397215,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.397292,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.399295,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.399295,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.401004,75,4,1,0,0x0800,4,20,0x00,0,59,0x40,1,64,17,0
4.401152,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.401152,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.40214,75,4,1,0,0x0800,4,20,0x00,0,59,0x40,1,64,17,0
4.402343,152,4,1,0,0x0800,4,20,0x00,0,136,0x40,1,64,17,0
4.402383,116,4,1,0,0x0800,4,20,0x00,0,100,0x40,1,64,17,0
4.40316,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.40316,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.40316,68,0,1,0,0x0800,4,20,0x00,0,52,0x00,0,56,6,0
4.404203,75,4,1,0,0x0800,4,20,0x00,0,59,0x40,1,64,17,0
4.405074,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.405136,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.40593,75,4,1,0,0x0800,4,20,0x00,0,59,0x40,1,64,17,0
4.4065,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.410375,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.410375,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.411623,75,4,1,0,0x0800,4,20,0x00,0,59,0x40,1,64,17,0
4.41249,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.412571,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.412637,75,4,1,0,0x0800,4,20,0x00,0,59,0x40,1,64,17,0
4.413595,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.413701,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.41374,75,4,1,0,0x0800,4,20,0x00,0,59,0x40,1,64,17,0
4.415996,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.416052,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.416216,75,4,1,0,0x0800,4,20,0x00,0,59,0x40,1,64,17,0
4.418232,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.418932,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.418932,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.418932,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.419209,76,4,1,0,0x0800,4,20,0x00,0,60,0x40,1,64,17,0
4.420987,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.421121,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.421259,76,4,1,0,0x0800,4,20,0x00,0,60,0x40,1,64,17,0
4.423037,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.423112,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.42322,76,4,1,0,0x0800,4,20,0x00,0,60,0x40,1,64,17,0
4.42449,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.424559,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.424659,76,4,1,0,0x0800,4,20,0x00,0,60,0x40,1,64,17,0
4.426092,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.426167,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.42631,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.427069,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.42716,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.427307,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.428606,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.428682,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.428802,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.430124,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.430206,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.430337,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.430431,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.430431,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.430596,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.432569,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.432569,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.432569,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.43265,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.433121,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.433967,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.43406,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.434182,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.434481,659,0,1,0,0x0800,4,20,0x00,0,643,0x40,1,56,17,0
4.434481,168,0,1,0,0x0800,4,20,0x00,0,152,0x40,1,56,17,0
4.435239,75,4,1,0,0x0800,4,20,0x00,0,59,0x40,1,64,17,0
4.43568,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.435775,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.436051,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.437055,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.437153,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.437267,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.437377,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.437426,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.437736,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.439571,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.439655,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.439719,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.439835,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.440299,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.441425,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.441525,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.441718,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.442358,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.44245,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.442561,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.443112,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.443205,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.443305,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.443321,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.44343,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.443528,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.445264,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.445332,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.445418,1401,0,1,6f7a,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.445523,1401,0,1,417,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.44564,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.445752,1401,0,1,6f6e,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.445868,1401,0,1,3d9c,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.445985,1401,0,1,f623,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.446454,77,4,1,a915,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.447453,1401,0,1,4006,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.447625,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.447625,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.447736,77,4,1,6,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.447855,1401,0,1,be0a,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.447855,1401,0,1,d7f1,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.447986,1401,0,1,01f5,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.448001,77,4,1,3f9e,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.449309,1401,0,1,db1b,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.44952,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.450821,1401,0,1,6800,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.450821,1401,0,1,03d7,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.450996,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.450996,1401,0,1,f567,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.451015,77,4,1,056c,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.451122,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.451127,77,4,1,d865,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.451204,1401,0,1,c77b,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.45124,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.451359,1401,0,1,6170,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.451445,1401,0,1,69d2,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.451504,77,4,1,dbfa,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.451576,1401,0,1,112c,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.451676,1401,0,1,3fe7,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.451747,77,4,1,59ca,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.451803,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.452422,1401,0,1,3244,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.452509,1401,0,1,7e1c,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.452567,77,4,1,1fa5,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.452658,1401,0,1,5684,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.452713,77,4,1,e67d,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.452745,1401,0,1,b1d4,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.452861,1401,0,1,e656,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.452968,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.452982,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.454636,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.454637,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.454849,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.454849,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.454948,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.454963,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.455083,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.455189,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.456167,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.456346,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.456346,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.45646,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.45646,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.458265,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.458266,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.458439,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.459068,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.459163,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.459245,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.459994,71,0,1,0,0x0800,4,20,0x00,0,55,0x40,1,56,17,0
4.460448,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.460524,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.460624,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.462155,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.462328,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.462328,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.462427,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.462465,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.46519,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.46519,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.46519,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.46519,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.465471,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.465841,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.465841,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.465969,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.466142,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.466163,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.467573,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.467673,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.467744,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.469593,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.469593,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.469875,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.469875,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.470075,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.470109,103,0,772,0,0x0800,4,20,0x00,0,87,0x40,1,64,17,0
4.470629,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.470719,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.470818,235,0,772,0,0x0800,4,20,0x00,0,219,0x40,1,64,17,0
4.47087,103,0,772,0,0x0800,4,20,0x00,0,87,0x40,1,64,17,0
4.470926,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.471257,105,4,1,0,0x0800,4,20,0x00,0,89,0x40,1,64,17,0
4.471753,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.471869,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.471959,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.471978,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.472092,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.472177,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.472936,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.47304,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.473124,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.473144,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.473246,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.473334,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.473384,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.47347,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.473512,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.474179,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.474312,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.47442,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.474787,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.47489,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.474952,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.475047,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.475116,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.475178,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.475269,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.475343,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.475393,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.4769,1401,0,1,0,0x0800,4,20,0x00,0,1385,0x40,1,56,17,0
4.476988,1032,0,1,0,0x0800,4,20,0x00,0,1016,0x40,1,56,17,0
4.477133,77,4,1,0,0x0800,4,20,0x00,0,61,0x40,1,64,17,0
4.503414,198,0,1,0,0x0800,4,20,0x00,0,182,0x00,0,64,17,0
4.50363,219,0,772,0,0x0800,4,20,0x00,0,203,0x40,1,64,17,0
4.507652,241,4,1,0,0x0800,4,20,0x00,0,225,0x40,1,64,6,0
4.507714,401,4,1,0,0x0800,4,20,0x00,0,385,0x40,1,64,6,0
4.507847,76,4,1,0,0x0800,4,20,0x00,0,60,0x40,1,64,6,0
4.539419,68,0,1,0,0x0800,4,20,0x00,0,52,0x00,0,56,6,0
4.53942,68,0,1,0,0x0800,4,20,0x00,0,52,0x00,0,56,6,0
4.540192,76,0,1,0,0x0800,4,20,0x00,0,60,0x40,1,56,6,0
4.540219,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.540424,279,4,1,0,0x0800,4,20,0x00,0,263,0x40,1,64,6,0
4.551199,517,0,1,0,0x0800,4,20,0x00,0,501,0x00,0,56,6,0
4.551199,298,0,1,0,0x0800,4,20,0x00,0,282,0x00,0,56,6,0
4.551199,107,0,1,0,0x0800,4,20,0x00,0,91,0x00,0,56,6,0
4.551215,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.551239,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.551249,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.551861,107,4,1,0,0x0800,4,20,0x00,0,91,0x40,1,64,6,0
4.573152,68,0,1,0,0x0800,4,20,0x00,0,52,0x00,0,56,6,0
4.574326,1468,0,1,0,0x0800,4,20,0x00,0,1452,0x00,0,56,6,0
4.574343,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.574445,1468,0,1,0,0x0800,4,20,0x00,0,1452,0x00,0,56,6,0
4.574445,706,0,1,0,0x0800,4,20,0x00,0,690,0x00,0,56,6,0
4.574452,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.574462,68,4,1,0,0x0800,4,20,0x00,0,52,0x40,1,64,6,0
4.57567,161,4,1,0,0x0800,4,20,0x00,0,145,0x40,1,64,6,0
4.587968,68,0,1,0,0x0800,4,20,0x00,0,52,0x00,0,56,6,0
4.589995,205,0,1,0,0x0800,4,20,0x00,0,189,0x00,0,56,6,0
